5791.2,1441169077.42945
5791.2,1441169079.37716
5791.2,1441169092.80667
5791.2,1441169095.26654
5791.2,1441169096.10544
5791.2,1441169105.57059
5791.2,1441169118.94613
5791.2,1441169119.84497
5791.2,1441169120.90009
5791.2,1441169121.31122
5791.2,1441169122.72837
5791.2,1441169123.69264
5791.2,1441169125.58401
5791.2,1441169130.47769
5791.2,1441169132.51517
5791.2,1441169135.17683
5791.2,1441169144.87459
5791.2,1441169147.79797
5791.2,1441169151.58662
5791.2,1441169166.46937
5791.2,1441169194.54162
5791.2,1441169197.36005
5791.2,1441169198.36891
5791.2,1441169207.46392
5791.2,1441169209.48913
5791.2,1441169211.27253
5791.2,1441169216.1132
5791.2,1441169216.50372
5791.2,1441169216.9874
5791.2,1441169218.35213
5791.2,1441169219.98472
5791.2,1441169225.95591
5791.2,1441169229.40132
5791.2,1441169233.052
5791.2,1441169234.02328
5791.2,1441169238.27941
5791.2,1441169240.32652
5791.2,1441169241.93566
5791.2,1441169242.96095
5791.2,1441169243.24206
5791.2,1441169245.74801
5791.2,1441169257.38973
5791.2,1441169258.78119
5791.2,1441169263.58871
5791.2,1441169269.18631
5791.2,1441169273.38536
5791.2,1441169282.22918
5791.2,1441169295.75887
5791.2,1441169305.61721
5791.2,1441169307.64141
5791.2,1441169311.52525
5791.2,1441169313.10357
5791.2,1441169317.99257
5791.2,1441169320.88652
5791.2,1441169321.75594
5791.2,1441169322.19113
5791.2,1441169322.72022
5791.2,1441169323.14983
5791.2,1441169325.69707
5791.2,1441169327.69016
5791.2,1441169328.72633
5791.2,1441169329.68717
5791.2,1441169331.83622
5791.2,1441169334.14054
5791.2,1441169347.66909
5791.2,1441169356.83111
5791.2,1441169358.9169
5791.2,1441169359.99568
5791.2,1441169362.03612
5791.2,1441169363.08656
5791.2,1441169366.25576
5791.2,1441169366.80809
5791.2,1441169367.72482
5791.2,1441169369.37886
5791.2,1441169369.78383
5791.2,1441169371.40128
5783.58,1441169380.47434
5783.58,1441169383.67344
5783.58,1441169395.87481
5783.58,1441169399.00893
5783.58,1441169400.08709
5783.58,1441169402.40862
5783.58,1441169403.84545
5783.58,1441169408.52047
5791.2,1441169431.3417
5791.2,1441169444.76602
5791.2,1441169445.67976
5791.2,1441169446.68524
5791.2,1441169451.85382
5791.2,1441169457.27055
5791.2,1441169464.11303
5791.2,1441169469.07607
5745.48,1441169489.92997
5737.86,1441169490.86501
5638.8,1441169505.71431
5631.18,1441169507.63106
5623.56,1441169509.42113
5615.94,1441169509.98401
5593.08,1441169514.35936
5585.46,1441169515.41684
5570.22,1441169517.68709
5570.22,1441169518.13531
5554.98,1441169520.55785
5539.74,1441169522.53909
5516.88,1441169526.8612
5509.26,1441169528.4202
5494.02,1441169530.88743
5478.78,1441169533.18221
5478.78,1441169534.05552
5463.54,1441169535.62827
5394.96,1441169548.205
5372.1,1441169552.4922
5341.62,1441169558.624
5326.38,1441169560.88652
5303.52,1441169565.40337
5303.52,1441169565.8089
5288.28,1441169567.84874
5273.04,1441169571.0778
5257.8,1441169573.57439
5242.56,1441169576.47704
5234.94,1441169577.53108
5234.94,1441169577.97535
5227.32,1441169578.90269
5227.32,1441169579.33219
5212.08,1441169581.73641
5196.84,1441169584.08882
5181.6,1441169587.88471
5173.98,1441169588.94253
5166.36,1441169590.94639
5151.12,1441169593.39856
5143.5,1441169594.35447
5135.88,1441169595.34829
5128.26,1441169597.27316
5113.02,1441169599.21464
5105.4,1441169601.00313
5097.78,1441169601.98559
5074.92,1441169606.37494
5067.3,1441169607.94757
5067.3,1441169608.45186
5059.68,1441169609.34743
5052.06,1441169610.83617
5036.82,1441169612.96718
5036.82,1441169613.89828
5013.96,1441169617.14435
5006.34,1441169618.42895
4983.48,1441169622.62046
4983.48,1441169623.06082
4968.24,1441169625.08249
4968.24,1441169625.94275
4960.62,1441169627.34959
4953.0,1441169628.92443
4937.76,1441169630.35764
4930.14,1441169632.66833
4922.52,1441169633.17973
4922.52,1441169633.59807
4907.28,1441169636.32051
4899.66,1441169637.386
4899.66,1441169638.28796
4892.04,1441169639.16854
4892.04,1441169639.68953
4838.7,1441169648.60263
4838.7,1441169649.14723
4823.46,1441169651.04145
4823.46,1441169652.01769
4815.84,1441169653.39123
4808.22,1441169654.17849
4800.6,1441169655.06767
4792.98,1441169656.8233
4792.98,1441169657.37325
4785.36,1441169657.88221
4777.74,1441169660.00756
4770.12,1441169660.91027
4762.5,1441169662.42422
4762.5,1441169662.8481
4754.88,1441169663.41196
4754.88,1441169663.8177
4754.88,1441169664.30084
4747.26,1441169664.84522
4747.26,1441169665.65341
4739.64,1441169666.07285
4739.64,1441169666.61528
4739.64,1441169667.11466
4732.02,1441169668.18588
4724.4,1441169668.66323
4716.78,1441169670.29046
4716.78,1441169670.88113
4709.16,1441169671.44083
4709.16,1441169671.74408
4709.16,1441169672.35438
4701.54,1441169672.877
4701.54,1441169673.32561
4701.54,1441169673.80677
4693.92,1441169674.38004
4693.92,1441169674.86748
4693.92,1441169675.34771
4686.3,1441169676.30323
4678.68,1441169676.85164
4678.68,1441169677.30328
4678.68,1441169677.85268
4671.06,1441169678.93593
4671.06,1441169679.52475
4663.44,1441169679.97399
4663.44,1441169680.33248
4663.44,1441169680.86845
4655.82,1441169681.82056
4648.2,1441169682.34175
4648.2,1441169682.72865
4648.2,1441169683.11416
4648.2,1441169683.66817
4640.58,1441169684.14744
4640.58,1441169684.60714
4640.58,1441169685.05203
